Date,KO,PEP
2021-08-25,49.00774383544922,135.06256103515625
2021-08-26,48.54450607299805,134.56651306152344
2021-08-27,48.64064025878906,134.83631896972656
2021-08-30,49.1038932800293,135.75880432128906
2021-08-31,49.2175178527832,136.0981903076172
2021-09-01,49.54964828491211,137.4209747314453
2021-09-02,49.619571685791016,137.52171325683594
2021-09-03,49.58461380004883,137.6444091796875
2021-09-07,48.65812301635742,135.40130615234375
2021-09-08,49.313655853271484,137.32020568847656
2021-09-09,48.824180603027344,136.4527587890625
2021-09-10,48.605674743652344,136.2161407470703
2021-09-13,49.00774383544922,136.47897338867188
2021-09-14,49.04296112060547,135.9445037841797
2021-09-15,49.21028518676758,136.7068328857422
2021-09-16,48.743553161621094,136.30377197265625
2021-09-17,47.942169189453125,135.05081176757812
2021-09-20,47.607521057128906,134.59515380859375
2021-09-21,47.598716735839844,134.5338134765625
2021-09-22,47.66916275024414,134.94566345214844
2021-09-23,47.589908599853516,135.05081176757812
2021-09-24,47.457801818847656,135.1121063232422
2021-09-27,47.21123504638672,133.81529235839844
2021-09-28,46.35700607299805,132.35208129882812
2021-09-29,46.638816833496094,133.44729614257812
2021-09-30,46.20730209350586,131.79127502441406
2021-10-01,46.691650390625,132.26441955566406
2021-10-04,46.66523742675781,131.60728454589844
2021-10-05,46.74449920654297,132.38711547851562
2021-10-06,47.299293518066406,135.77804565429688
2021-10-07,47.44900131225586,137.03103637695312
2021-10-08,47.66035461425781,136.71559143066406
2021-10-11,47.75722885131836,136.8996124267578
2021-10-12,47.75722885131836,137.50413513183594
2021-10-13,47.76603698730469,138.4329833984375
2021-10-14,48.09187316894531,139.54574584960938
2021-10-15,47.977394104003906,139.15150451660156
2021-10-18,47.50184631347656,138.52061462402344
2021-10-19,47.68677520751953,140.2817840576172
2021-10-20,48.10948944091797,141.34201049804688
2021-10-21,47.8629035949707,139.47567749023438
2021-10-22,47.95097351074219,140.1678924560547
2021-10-25,47.75722885131836,139.51071166992188
2021-10-26,47.96858596801758,141.21932983398438
2021-10-27,48.89326095581055,140.72865295410156
2021-10-28,49.3511962890625,141.6136474609375
2021-10-29,49.64179611206055,141.59608459472656
2021-11-01,49.46567153930664,141.2982177734375
2021-11-02,49.40402603149414,142.594970703125
2021-11-03,49.571353912353516,143.9618682861328
2021-11-04,49.84434509277344,143.9706573486328
2021-11-05,50.05570602416992,145.45143127441406
2021-11-08,49.606571197509766,142.32337951660156
2021-11-09,49.74747848510742,143.26968383789062
2021-11-10,49.95003128051758,143.73411560058594
2021-11-11,49.9676399230957,142.55117797851562
2021-11-12,49.853153228759766,142.5161590576172
2021-11-15,49.86196517944336,143.52378845214844
2021-11-16,49.50970458984375,143.0944366455078
2021-11-17,49.2367057800293,143.14700317382812
2021-11-18,48.796390533447266,143.1907958984375
2021-11-19,48.549808502197266,143.53253173828125
2021-11-22,48.84922409057617,143.8304443359375
2021-11-23,49.21028518676758,144.79428100585938
2021-11-24,48.814002990722656,143.47120666503906
2021-11-26,47.316898345947266,141.19305419921875
2021-11-29,48.065452575683594,143.8217010498047
2021-11-30,46.547874450683594,140.00140380859375
2021-12-01,46.41475296020508,140.3343505859375
2021-12-02,47.098106384277344,141.6884307861328
2021-12-03,47.51522445678711,145.29640197753906
2021-12-06,48.731056213378906,146.8048095703125
2021-12-07,48.99729919433594,146.63722229003906
2021-12-08,48.81093215942383,146.89303588867188
2021-12-09,48.686683654785156,146.70777893066406
2021-12-10,49.946895599365234,149.05422973632812
2021-12-13,51.260353088378906,149.79525756835938
2021-12-14,51.29584503173828,149.4247283935547
2021-12-15,51.5265998840332,151.34779357910156
2021-12-16,52.05019760131836,151.56832885742188
2021-12-17,51.23372268676758,148.4632568359375
2021-12-20,51.06510925292969,149.45120239257812
2021-12-21,51.269222259521484,149.01014709472656
2021-12-22,51.63309097290039,149.93637084960938
2021-12-23,51.66859436035156,149.76878356933594
